Organelle type	GenBank accession	GenBank submission date	GenBank submitter	RefSeq accession	Organism taxid	Organism common name	Organism name	Bioproject accession	Length	Topology	Gene count
Chloroplast	OK377274.1	2021-10-04	Gydle Inc.	NC_084055.1	74344		Korthalsella rubra		131760	Circular	106
Chloroplast	OK377275.1	2021-10-04	Gydle Inc.	NC_084056.1	50144		Lysiana exocarpi		123729	Circular	104
Chloroplast	OK377277.1	2021-10-04	Gydle Inc.	NC_084057.1	286087		Muellerina celastroides		126675	Circular	105
Chloroplast	OK377278.1	2021-10-04	Gydle Inc.	NC_084058.1	286086		Muellerina eucalyptoides		122767	Circular	104
Chloroplast	OK377281.1	2021-10-04	Gydle Inc.	NC_084059.1	2705726		Amyema miquelii		122083	Circular	99
Chloroplast	OK377284.1	2021-10-04	Gydle Inc.	NC_084060.1	3078780		Amyema miraculosa		123010	Circular	104
Chloroplast	OK377285.1	2021-10-04	Gydle Inc.	NC_084061.1	3078781		Amyema pendula		121515	Circular	99
Chloroplast	OK377287.1	2021-10-04	Gydle Inc.	NC_084062.1	2705727		Amyema preissii		120716	Circular	98
Chloroplast	OR187835.1	2023-06-25	Guangxi Botanical Garden of Medicinal Plants	NC_084063.1	29818	common plantain	Plantago major		165044	Circular	140
Chloroplast	OR540411.1	2023-09-11	Hubei Minzu University	NC_084065.1	345098		Ampelopsis delavayana		162497	Circular	130
Chloroplast	ON805854.1	2022-06-15	XTBG	NC_084066.1	1897473		Mangifera quadrifida		158940	Circular	129
Chloroplast	ON805855.1	2022-06-15	XTBG	NC_084067.1	171939		Mangifera pentandra		158918	Circular	129
Chloroplast	ON805857.1	2022-06-15	XTBG	NC_084068.1	171943		Mangifera macrocarpa		158942	Circular	129
Chloroplast	ON805858.1	2022-06-15	XTBG	NC_084069.1	171935		Mangifera foetida		158887	Circular	129
Chloroplast	ON805859.1	2022-06-15	XTBG	NC_084070.1	171932		Mangifera cochinchinensis		158932	Circular	129
Chloroplast	ON805860.1	2022-06-15	XTBG	NC_084071.1	171933		Mangifera caloneura		158931	Circular	129
Chloroplast	OR536591.1	2023-09-10	Universiti Tun Hussein Onn Malaysia	NC_084072.1	3080003		Vitex longisepala		154440	Circular	121
Chloroplast	OR538592.1	2023-09-09	Wuhan Botanical Garden, CAS	NC_084099.1	228244		Myosoton aquaticum		148458	Circular	128
Chloroplast	OR538593.1	2023-09-09	Wuhan Botanical Garden, CAS	NC_084100.1	1137911		Stellaria neglecta		147246	Circular	128
Chloroplast	OR543012.1	2023-09-11	Honam National Institute Biological Resources	NC_084102.1	189242		Senecio nemorensis		151220	Circular	131
Chloroplast	OQ799910.1	2023-04-11	King Abdulaziz University	NC_084103.1	248302		Euploca strigosa		155174	Circular	133
Chloroplast	OR540410.1	2023-09-11	yichun university	NC_084107.1	1603704		Callicarpa kwangtungensis		154185	Circular	131
Chloroplast	OQ730227.1	2023-03-31	King Abdulaziz University	NC_084108.1	249220		Ehretia obtusifolia		155961	Circular	133
Chloroplast	OR521365.1	2023-09-05	Foshan Lianyi Biotechnology Co., Ltd.	NC_084109.1	3079819		Curcuma viridiflora		162212	Circular	133
Chloroplast	OR551502.1	2023-09-13	xiamen university	NC_084111.1	94108		Zantedeschia elliottiana		176085	Circular	138
Chloroplast	OR545374.1	2023-09-13	Southwest Forestry University	NC_084112.1	856997		Persicaria jucunda		159843	Circular	128
Chloroplast	OR551471.1	2023-09-14	Institute of Plant Biology and Biotechnology	NC_084116.1	454537		Caroxylon orientale		151307	Circular	133
Chloroplast	OR552116.1	2023-09-14	Institute of Plant Biology and Biotechnology	NC_084117.1	282337		Caroxylon nitrarium		150777	Circular	134
Chloroplast	OR551473.1	2023-09-13	Universiti Tun Hussein Onn Malaysia	NC_084118.1	3080982		Crepidium elegans		158944	Circular	128
Chloroplast	OR551484.1	2023-09-13	Ningxia University	NC_084119.1	1108001		Lycium qingshuiheense		154945	Circular	131
Chloroplast	OR551485.1	2023-09-13	Ningxia University	NC_084120.1	1112053		Lycium barbarum var. implicatum		154888	Circular	131
Chloroplast	OR545260.1	2023-09-13	Chinese Academy of Medicinal Sciences & Peking Union Medical College	NC_084123.1	366915		Cornus hongkongensis		156954	Circular	125
Chloroplast	OR397748.1	2023-08-03	South-Central Minzu University	NC_084130.1	1851346		Chrysosplenium alpinum		152084	Circular	129
Chloroplast	OR397749.1	2023-08-03	South-Central Minzu University	NC_084131.1	1155259		Chrysosplenium oppositifolium		150857	Circular	128
Chloroplast	OR397750.1	2023-08-03	South-Central Minzu University	NC_084132.1	40784		Chrysosplenium tetrandrum		152934	Circular	129
Chloroplast	OR397751.1	2023-08-03	South-Central Minzu University	NC_084133.1	669657		Chrysosplenium wrightii		153139	Circular	129
Chloroplast	OR397752.1	2023-08-03	South-Central Minzu University	NC_084134.1	80777		Chrysosplenium valdivicum		151607	Circular	128
Chloroplast	OR397753.1	2023-08-03	South-Central Minzu University	NC_084135.1	1070709		Chrysosplenium valdepilosum		152676	Circular	130
Chloroplast	OR567246.1	2023-09-16	xiamen university	NC_084136.1	66662	balsa	Ochroma pyramidale		161375	Circular	127
Chloroplast	OK180385.1	2021-09-17	Minjiang University	NC_084137.1	309535		Calanthe alismifolia		158078	Circular	136
Chloroplast	OK180386.1	2021-09-17	Minjiang University	NC_084138.1	1470411		Calanthe alleizettei		158251	Circular	136
Chloroplast	OK180388.1	2021-09-17	Minjiang University	NC_084139.1	1541217		Calanthe angustifolia		157126	Circular	134
Chloroplast	OK180391.1	2021-09-17	Minjiang University	NC_084140.1	941464		Calanthe argenteostriata		158139	Circular	136
Chloroplast	OK180392.1	2021-09-17	Minjiang University	NC_084141.1	309525		Calanthe arisanensis		158876	Circular	134
Chloroplast	OK180394.1	2021-09-17	Minjiang University	NC_084142.1	1541219		Calanthe cardioglossa		159299	Circular	136
Chloroplast	OK180396.1	2021-09-17	Minjiang University	NC_084143.1	309528		Calanthe densiflora		157609	Circular	135
Chloroplast	OK180399.1	2021-09-17	Minjiang University	NC_084144.1	2491195		Calanthe griffithii		158274	Circular	136
Chloroplast	OK180402.1	2021-09-17	Minjiang University	NC_084145.1	2877173		Calanthe lamellosa		158454	Circular	136
Chloroplast	OK180404.1	2021-09-17	Minjiang University	NC_084146.1	1541222		Calanthe lechangensis		158222	Circular	136
Chloroplast	OK180405.1	2021-09-17	Minjiang University	NC_084147.1	1470417		Calanthe mannii		158062	Circular	136
Chloroplast	OK180406.1	2021-09-17	Minjiang University	NC_084148.1	2491196		Calanthe mcgregorii		158891	Circular	136
Chloroplast	OK180407.1	2021-09-17	Minjiang University	NC_084149.1	2877167		Calanthe metoensis		158208	Circular	136
Chloroplast	OK180409.1	2021-09-17	Minjiang University	NC_084150.1	1541227		Calanthe sinica		158843	Circular	136
Chloroplast	OK180413.1	2021-09-17	Minjiang University	NC_084151.1	2877168		Calanthe trifida		158330	Circular	136
Chloroplast	OK180415.1	2021-09-17	Minjiang University	NC_084152.1	2877169		Calanthe yaoshanensis		158360	Circular	136
Chloroplast	OK180416.1	2021-09-17	Minjiang University	NC_084153.1	2491198		Calanthe yuana		158255	Circular	136
Chloroplast	OK180417.1	2021-09-17	Minjiang University	NC_084154.1	1541231		Cephalantheropsis halconensis		157880	Circular	136
Chloroplast	OK180418.1	2021-09-17	Minjiang University	NC_084155.1	1470421		Collabium chinense		157758	Circular	136
Chloroplast	OK180420.1	2021-09-17	Minjiang University	NC_084156.1	2491199		Phaius antoninae		158234	Circular	136
Chloroplast	OK180421.1	2021-09-17	Minjiang University	NC_084157.1	1541237		Calanthe columnaris		157982	Circular	136
Chloroplast	OK180423.1	2021-09-17	Minjiang University	NC_084158.1	679631		Phaius mishmensis		158382	Circular	136
Chloroplast	OK180424.1	2021-09-17	Minjiang University	NC_084159.1	2491200		Phaius philippinensis		157979	Circular	136
Chloroplast	OK180425.1	2021-09-17	Minjiang University	NC_084160.1	679632		Phaius takeoi		158296	Circular	136
Chloroplast	OK180426.1	2021-09-17	Minjiang University	NC_084161.1	1508136		Phaius wallichii		158234	Circular	136
Chloroplast	OR574833.1	2023-09-19	Forestry and Forest Products Research Institute	NC_084164.1	89194		Thuja standishii		130772	Circular	118
Chloroplast	OR038700.1	2023-05-10	xuerenlu	NC_084165.1	2684400		Ajuga campylantha		150453	Circular	129
Chloroplast	OR038701.1	2023-05-10	xuerenlu	NC_084166.1	3081611		Ajuga macrosperma		150362	Circular	131
Chloroplast	OR038703.1	2023-05-10	xuerenlu	NC_084167.1	984302		Ajuga nipponensis		150442	Circular	133
Chloroplast	OR038704.1	2023-05-10	xuerenlu	NC_084168.1	1766721		Ajuga ovalifolia		150443	Circular	133
Chloroplast	OR555753.1	2023-09-15	Universiti Tun Hussein Onn Malaysia	NC_084174.1	3080981		Chroesthes longifolia		152594	Circular	125
Chloroplast	OR555754.1	2023-09-15	Universiti Tun Hussein Onn Malaysia	NC_084175.1	536996		Callicarpa longifolia		154203	Circular	129
Chloroplast	OR567349.1	2023-09-17	Universiti Tun Hussein Onn Malaysia	NC_084176.1	2516287		Clerodendrum deflexum		151414	Circular	128
Chloroplast	OR567350.1	2023-09-17	Universiti Tun Hussein Onn Malaysia	NC_084177.1	1827312		Gironniera nervosa		167688	Circular	128
Chloroplast	OK323228.1	2021-09-27	Jiangxi Provincial Key Laboratory for Bamboo Germplasm Resources and Utilization	NC_084179.1	863002		Indocalamus hirtivaginatus		139658	Circular	131
Chloroplast	OM327797.1	2022-01-20	South China Agricultural University	NC_084180.1	84615		Lygodium circinatum		158564	Circular	130
Chloroplast	OM350009.1	2022-01-21	South China Agricultural University	NC_084181.1	85330		Lygodium flexuosum		162109	Circular	131
Chloroplast	OM350010.1	2022-01-21	South China Agricultural University	NC_084182.1	2991877		Lygodium merrillii		161997	Circular	131
Chloroplast	ON014505.1	2022-03-16	Department of Biological and Pharmaceutical Engineeringry	NC_084187.1	58378		Serissa serissoides		154601	Circular	132
Plastid	ON157046.1	2022-04-05	Kunming Institute of Botany	NC_084188.1	122300		Habropetalum dawei		142041	Circular	116
Plastid	OR520908.1	2023-09-04	COS, Heidelberg University	NC_084189.1	1908589		Tillandsia purpurea		167164	Circular	137
Chloroplast	OR567351.1	2023-09-17	Universiti Tun Hussein Onn Malaysia	NC_084190.1	1127251		Cystorchis variegata		151831	Circular	130
Chloroplast	OR567352.1	2023-09-18	Universiti Tun Hussein Onn Malaysia	NC_084191.1	2894893		Claderia viridiflora		160764	Circular	131
Chloroplast	OR551474.1	2023-09-14	Universiti Tun Hussein Onn Malaysia	NC_084196.1	58481		Ixora hookeri		154627	Circular	127
Chloroplast	OP679792.1	2022-10-18	King Abdulaziz University	NC_084199.1	48523		Ehretia cymosa		156328	Circular	133
Chloroplast	OP693483.1	2022-10-20	King Abdulaziz University	NC_084200.1	168340		Heliotropium arbainense		154709	Circular	133
Chloroplast	OP793888.1	2022-11-07	King Abdulaziz University	NC_084201.1	222084		Cordia monoica		151813	Circular	132
Chloroplast	OP850801.1	2022-11-17	King Abdulaziz University	NC_084202.1	222085		Cordia sinensis		152050	Circular	132
Chloroplast	OQ756159.1	2023-04-05	King Abdulaziz University	NC_084203.1	1423388		Heliotropium longiflorum		154496	Circular	133
Chloroplast	OR178743.1	2023-06-23	Universidad Nacional Mayor de San Marcos	NC_084206.1	204979		Neltuma pallida		162381	Circular	133
Chloroplast	OR597575.1	2023-09-16	Nanchang University	NC_084211.1	366919		Cornus multinervosa		157365	Circular	131
Chloroplast	OR597576.1	2023-09-16	Nanchang University	NC_084212.1	60117		Cornus capitata		157199	Circular	130
Chloroplast	OR607643.1	2023-09-26	Universiti Tun Hussein Onn Malaysia	NC_084215.1	2932053		Bulbophyllum flammuliferum		156822	Circular	128
Chloroplast	OR601566.1	2023-09-26	Guangxi University	NC_084216.1	475751		Dracaena elliptica		155092	Circular	132
Chloroplast	OR268908.1	2023-07-11	Yeungnam University	NC_084217.1	152284		Hydrangea alternifolia		157806	Circular	133
Chloroplast	OR268909.1	2023-07-11	Yeungnam University	NC_084218.1	123680		Hydrangea arguta		156827	Circular	133
Chloroplast	OR268912.1	2023-07-11	Yeungnam University	NC_084219.1	1632116		Hydrangea formosana		157335	Circular	133
Chloroplast	OR268914.1	2023-07-11	Yeungnam University	NC_084220.1	3083244		Hydrangea daimingshanensis		157749	Circular	133
Chloroplast	OR268915.1	2023-07-11	Yeungnam University	NC_084221.1	152288		Hydrangea bifida		157826	Circular	133
Chloroplast	OR268917.1	2023-07-11	Yeungnam University	NC_084222.1	3083243		Deutzia paniculata		157072	Circular	133
Chloroplast	OR268919.1	2023-07-11	Yeungnam University	NC_084223.1	860741		Hydrangea hirsuta		157652	Circular	133
Chloroplast	OR268920.1	2023-07-11	Yeungnam University	NC_084224.1	96933		Hydrangea arborescens		157898	Circular	133
Chloroplast	OR268925.1	2023-07-11	Yeungnam University	NC_084225.1	60124		Hydrangea quercifolia		158163	Circular	133
Chloroplast	OR268927.1	2023-07-11	Yeungnam University	NC_084226.1	860760		Hydrangea scandens		157525	Circular	133
Chloroplast	OR268929.1	2023-07-11	Yeungnam University	NC_084227.1	716922		Kirengeshoma koreana		156436	Circular	133
Chloroplast	OR268930.1	2023-07-11	Yeungnam University	NC_084228.1	152626		Hydrangea viburnoides		157974	Circular	133
Chloroplast	OR268932.1	2023-07-11	Yeungnam University	NC_084229.1	860765		Hydrangea schizomollis		157630	Circular	133
Chloroplast	OR605562.1	2023-09-26	Clemson University	NC_084231.1	1174967		Allium amphibolum		153248	Circular	136
Chloroplast	OR605573.1	2023-09-26	Clemson University	NC_084232.1	1174970		Allium fuscoviolaceum		153451	Circular	137
Chloroplast	OR605575.1	2023-09-26	Clemson University	NC_084233.1	3055941		Allium glaciale		153409	Circular	137
Chloroplast	OR605576.1	2023-09-26	Clemson University	NC_084234.1	165623		Allium hymenorrhizum		153289	Circular	137
Chloroplast	OR605579.1	2023-09-26	Clemson University	NC_084235.1	105309		Allium ramosum		153494	Circular	136
Chloroplast	OR605580.1	2023-09-26	Clemson University	NC_084236.1	48874		Allium roylei		153588	Circular	137
Chloroplast	OR605583.1	2023-09-26	Clemson University	NC_084237.1	88844		Allium splendens		153416	Circular	137
Chloroplast	OR605585.1	2023-09-26	Clemson University	NC_084238.1	113214		Allium vavilovii		153573	Circular	137
Chloroplast	OR605723.1	2023-09-27	Fujian Agriculture And Forestry University	NC_084240.1	447317		Camellia flava		156670	Circular	133
Chloroplast	OR619852.1	2023-10-02	University of the Philippines Los Banos	NC_084246.1	3084951		Hedychium philippinense		163878	Circular	131
Chloroplast	OR639842.1	2023-10-05	Baekdudaegan National Arboretum	NC_084247.1	1249726		Cyperus amuricus		163390	Circular	124
Chloroplast	OR619629.1	2023-09-30	Hebei University of Engineering	NC_084252.1	189786		Tamarix aphylla		156079	Circular	120
Chloroplast	OR619630.1	2023-09-30	Hebei University of Engineering	NC_084253.1	262219		Tamarix gracilis		156144	Circular	123
Chloroplast	OR619632.1	2023-09-30	Hebei University of Engineering	NC_084254.1	189785		Tamarix androssowii		128528	Circular	88
Chloroplast	OR568538.1	2023-09-18	xiamen university	NC_084255.1	64432		Linanthus parryae		153382	Circular	128
Chloroplast	OR619940.1	2023-10-02	Qingdao University of Science and Technology	NC_084256.1	204362		Pinguicula vulgaris		149996	Circular	131
Chloroplast	OR619941.1	2023-10-02	Qingdao University of Science and Technology	NC_084257.1	192275		Utricularia aurea		150602	Circular	131
Chloroplast	OR619943.1	2023-10-02	Qingdao University of Science and Technology	NC_084258.1	192294		Utricularia intermedia		152474	Circular	131
Chloroplast	OR619944.1	2023-10-02	Qingdao University of Science and Technology	NC_084259.1	326275		Utricularia minor		153707	Circular	131
Chloroplast	OR619945.1	2023-10-02	Qingdao University of Science and Technology	NC_084260.1	192324		Utricularia vulgaris		151986	Circular	131
Chloroplast	OR635666.1	2023-10-03	Qinghai Normal University	NC_084261.1	240080		Krascheninnikovia ceratoides		151968	Circular	128
Chloroplast	OR639854.1	2023-10-05	South-Central Minzu University	NC_084262.1	3080245		Chrysosplenium fallax		152527	Circular	132
Chloroplast	OR398345.1	2023-08-03	University of Ostrava	NC_084269.1	1745963		Hydrocytium acuminatum		450749	Circular	152
Chloroplast	OR637441.1	2023-10-04	College of architecture	NC_084281.1	544988		Synostemon bacciformis		156262	Circular	129
Chloroplast	OR637442.1	2023-10-04	College of architecture	NC_084282.1	1507410		Aporosa dioica		161520	Circular	127
Chloroplast	OR606310.1	2023-09-27	University of Gdansk	NC_084283.1	59339		Orchis militaris		152302	Circular	131
Chloroplast	OR643855.1	2023-10-06	Changwon National University	NC_084284.1	3049250		Swertia banzragczii		153872	Circular	133
Chloroplast	OR654104.1	2023-10-07	Zhejiang Academy of Forestry	NC_084288.1	119263		Cinnamomum daphnoides		152765	Circular	126
Chloroplast	ON960856.1	2022-07-10	Institute of Botany, Chinese Academy of Sciences	NC_084293.1	3082772		Lycoris longifolia		158413	Circular	170
Chloroplast	OR601539.1	2023-09-25	Hunan University of Arts and Science	NC_084316.1	239556		Dryopteris championii		151297	Circular	97
Chloroplast	OR601540.1	2023-09-25	Hunan University of Arts and Science	NC_084317.1	346312		Dryopteris podophylla		151373	Circular	96
Chloroplast	OR661878.1	2023-10-09	National Center for Biotechnology	NC_084318.1	362630		Leuzea carthamoides		152558	Circular	127
Plastid	OR666444.1	2023-10-11	Fujian Agriculture and Forestry University	NC_084319.1	1874238		Mosla dianthera		152550	Circular	132
Plastid	OR666445.1	2023-10-11	Fujian Agriculture and Forestry University	NC_084320.1	1898873		Mosla scabra		152562	Circular	132
Chloroplast	OR545365.1	2023-09-13	South China Agricultural University	NC_084325.1	3088132		Castanopsis wenchangensis		160635	Circular	130
Chloroplast	OR755922.1	2023-10-10	College of Pharmacy	NC_084329.1	1888382		Pueraria alopecuroides		154753	Circular	128
Chloroplast	OR664133.1	2023-10-10	College of Marine Science and Bioengineering	NC_084330.1	90454		Eryngium alpinum		156209	Circular	131
Chloroplast	OR664134.1	2023-10-11	College of Marine Science and Bioengineering	NC_084331.1	2153306		Pittosporum serpentinum		153292	Circular	129
Chloroplast	OR664135.1	2023-10-11	College of Marine Science and Bioengineering	NC_084332.1	2951918		Oreopanax guatemalensis		156326	Circular	131
Chloroplast	OR668913.1	2023-10-12	College of Marine Science and Bioengineering	NC_084333.1	127421		Delarbrea paradoxa		156357	Circular	131
Chloroplast	OR652286.1	2023-10-06	Ningxia University	NC_084335.1	649199		Astragalus membranaceus		123791	Circular	110
Chloroplast	OR662047.1	2023-10-12	National Center for Biotechnology	NC_084336.1	2822940		Tulipa dubia		152175	Circular	127
